rq,table_name,row_id,column_name,paper_value,artifact_value,match
RQ1,results-synthesis,Function,E2A/pro/Syn,0,0,true
RQ1,results-synthesis,Function,E2A/pro/Sem,0,0,true
RQ1,results-synthesis,Function,E2A/flash/Unique,20,20,true
RQ1,results-synthesis,Function,E2A/flash/Cor,18,18,true
RQ1,results-synthesis,Function,E2A/flash/Syn,0,0,true
RQ1,results-synthesis,Function,E2A/flash/Sem,2,2,true
RQ1,results-synthesis,Function,E2A/lite/Unique,20,20,true
RQ1,results-synthesis,Function,E2A/lite/Cor,19,19,true
RQ1,results-synthesis,Function,E2A/lite/Syn,1,1,true
RQ1,results-synthesis,Function,E2A/lite/Sem,0,0,true
RQ1,results-synthesis,Function,A2A/pro/Unique,20,20,true
RQ1,results-synthesis,Function,A2A/pro/Cor,19,19,true
RQ1,results-synthesis,Function,A2A/pro/Syn,1,1,true
RQ1,results-synthesis,Function,A2A/pro/Sem,0,0,true
RQ1,results-synthesis,Function,A2A/flash/Unique,20,20,true
RQ1,results-synthesis,Function,A2A/flash/Cor,18,18,true
RQ1,results-synthesis,Function,A2A/flash/Syn,1,1,true
RQ1,results-synthesis,Function,A2A/flash/Sem,1,1,true
RQ1,results-synthesis,Function,A2A/lite/Unique,20,20,true
RQ1,results-synthesis,Function,A2A/lite/Cor,16,16,true
RQ1,results-synthesis,Function,A2A/lite/Syn,2,2,true
RQ1,results-synthesis,Function,A2A/lite/Sem,2,2,true
RQ1,results-synthesis,Functional,E2A/pro/Unique,20,20,true
RQ1,results-synthesis,Functional,E2A/pro/Cor,16,16,true
RQ1,results-synthesis,Functional,E2A/pro/Syn,0,0,true
RQ1,results-synthesis,Functional,E2A/pro/Sem,4,4,true
RQ1,results-synthesis,Functional,E2A/flash/Unique,20,20,true
RQ1,results-synthesis,Functional,E2A/flash/Cor,15,15,true
RQ1,results-synthesis,Functional,E2A/flash/Syn,0,0,true
RQ1,results-synthesis,Functional,E2A/flash/Sem,5,5,true
RQ1,results-synthesis,Functional,E2A/lite/Unique,20,20,true
RQ1,results-synthesis,Functional,E2A/lite/Cor,11,11,true
RQ1,results-synthesis,Functional,E2A/lite/Syn,4,4,true
RQ1,results-synthesis,Functional,E2A/lite/Sem,5,5,true
RQ1,results-synthesis,Functional,A2A/pro/Unique,20,20,true
RQ1,results-synthesis,Functional,A2A/pro/Cor,15,15,true
RQ1,results-synthesis,Functional,A2A/pro/Syn,0,0,true
RQ1,results-synthesis,Functional,A2A/pro/Sem,5,5,true
RQ1,results-synthesis,Functional,A2A/flash/Unique,20,20,true
RQ1,results-synthesis,Functional,A2A/flash/Cor,15,15,true
RQ1,results-synthesis,Functional,A2A/flash/Syn,0,0,true
RQ1,results-synthesis,Functional,A2A/flash/Sem,5,5,true
RQ1,results-synthesis,Functional,A2A/lite/Unique,20,20,true
RQ1,results-synthesis,Functional,A2A/lite/Cor,12,12,true
RQ1,results-synthesis,Functional,A2A/lite/Syn,6,6,true
RQ1,results-synthesis,Functional,A2A/lite/Sem,2,2,true
RQ1,results-synthesis,Irreflexive,E2A/pro/Unique,20,20,true
RQ1,results-synthesis,Irreflexive,E2A/pro/Cor,18,18,true
RQ1,results-synthesis,Irreflexive,E2A/pro/Syn,2,2,true
RQ1,results-synthesis,Irreflexive,E2A/pro/Sem,0,0,true
RQ1,results-synthesis,Irreflexive,E2A/flash/Unique,20,20,true
RQ1,results-synthesis,Irreflexive,E2A/flash/Cor,17,17,true
RQ1,results-synthesis,Irreflexive,E2A/flash/Syn,3,3,true
RQ1,results-synthesis,Irreflexive,E2A/flash/Sem,0,0,true
RQ1,results-synthesis,Irreflexive,E2A/lite/Unique,20,20,true
RQ1,results-synthesis,Irreflexive,E2A/lite/Cor,18,18,true
RQ1,results-synthesis,Irreflexive,E2A/lite/Syn,0,0,true
RQ1,results-synthesis,Irreflexive,E2A/lite/Sem,2,2,true
RQ1,results-synthesis,Irreflexive,A2A/pro/Unique,20,20,true
RQ1,results-synthesis,Irreflexive,A2A/pro/Cor,18,18,true
RQ1,results-synthesis,Irreflexive,A2A/pro/Syn,2,2,true
RQ1,results-synthesis,Irreflexive,A2A/pro/Sem,0,0,true
RQ1,results-synthesis,Irreflexive,A2A/flash/Unique,20,20,true
RQ1,results-synthesis,Irreflexive,A2A/flash/Cor,18,18,true
RQ1,results-synthesis,Irreflexive,A2A/flash/Syn,2,2,true
RQ1,results-synthesis,Irreflexive,A2A/flash/Sem,0,0,true
RQ1,results-synthesis,Irreflexive,A2A/lite/Unique,20,20,true
RQ1,results-synthesis,Irreflexive,A2A/lite/Cor,15,15,true
RQ1,results-synthesis,Irreflexive,A2A/lite/Syn,2,2,true
RQ1,results-synthesis,Irreflexive,A2A/lite/Sem,3,3,true
RQ1,results-synthesis,Reflexive,E2A/pro/Unique,20,20,true
RQ1,results-synthesis,Reflexive,E2A/pro/Cor,20,20,true
RQ1,results-synthesis,Reflexive,E2A/pro/Syn,0,0,true
RQ1,results-synthesis,Reflexive,E2A/pro/Sem,0,0,true
RQ1,results-synthesis,Reflexive,E2A/flash/Unique,20,20,true
RQ1,results-synthesis,Reflexive,E2A/flash/Cor,19,19,true
RQ1,results-synthesis,Reflexive,E2A/flash/Syn,1,1,true
RQ1,results-synthesis,Reflexive,E2A/flash/Sem,0,0,true
RQ1,results-synthesis,Reflexive,E2A/lite/Unique,20,20,true
RQ1,results-synthesis,Reflexive,E2A/lite/Cor,18,18,true
RQ1,results-synthesis,Reflexive,E2A/lite/Syn,0,0,true
RQ1,results-synthesis,Reflexive,E2A/lite/Sem,2,2,true
RQ1,results-synthesis,Reflexive,A2A/pro/Unique,20,20,true
RQ1,results-synthesis,Reflexive,A2A/pro/Cor,19,19,true
RQ1,results-synthesis,Reflexive,A2A/pro/Syn,1,1,true
RQ1,results-synthesis,Reflexive,A2A/pro/Sem,0,0,true
RQ1,results-synthesis,Reflexive,A2A/flash/Unique,20,20,true
RQ1,results-synthesis,Reflexive,A2A/flash/Cor,19,19,true
RQ1,results-synthesis,Reflexive,A2A/flash/Syn,1,1,true
RQ1,results-synthesis,Reflexive,A2A/flash/Sem,0,0,true
RQ1,results-synthesis,Reflexive,A2A/lite/Unique,20,20,true
RQ1,results-synthesis,Reflexive,A2A/lite/Cor,16,16,true
RQ1,results-synthesis,Reflexive,A2A/lite/Syn,1,1,true
RQ1,results-synthesis,Reflexive,A2A/lite/Sem,3,3,true
RQ1,results-synthesis,Symmetric,E2A/pro/Unique,20,20,true
RQ1,results-synthesis,Symmetric,E2A/pro/Cor,18,18,true
RQ1,results-synthesis,Symmetric,E2A/pro/Syn,2,2,true
RQ1,results-synthesis,Symmetric,E2A/pro/Sem,0,0,true
RQ1,results-synthesis,Symmetric,E2A/flash/Unique,20,20,true
RQ1,results-synthesis,Symmetric,E2A/flash/Cor,19,19,true
RQ1,results-synthesis,Symmetric,E2A/flash/Syn,1,1,true
RQ1,results-synthesis,Symmetric,E2A/flash/Sem,0,0,true
RQ1,results-synthesis,Symmetric,E2A/lite/Unique,20,20,true
RQ1,results-synthesis,Symmetric,E2A/lite/Cor,18,18,true
RQ1,results-synthesis,Symmetric,E2A/lite/Syn,0,0,true
RQ1,results-synthesis,Symmetric,E2A/lite/Sem,2,2,true
RQ1,results-synthesis,Symmetric,A2A/pro/Unique,20,20,true
RQ1,results-synthesis,Symmetric,A2A/pro/Cor,18,18,true
RQ1,results-synthesis,Symmetric,A2A/pro/Syn,2,2,true
RQ1,results-synthesis,Symmetric,A2A/pro/Sem,0,0,true
RQ1,results-synthesis,Symmetric,A2A/flash/Unique,20,20,true
RQ1,results-synthesis,Symmetric,A2A/flash/Cor,20,20,true
RQ1,results-synthesis,Symmetric,A2A/flash/Syn,0,0,true
RQ1,results-synthesis,Symmetric,A2A/flash/Sem,0,0,true
RQ1,results-synthesis,Symmetric,A2A/lite/Unique,20,20,true
RQ1,results-synthesis,Symmetric,A2A/lite/Cor,18,18,true
RQ1,results-synthesis,Symmetric,A2A/lite/Syn,0,0,true
RQ1,results-synthesis,Symmetric,A2A/lite/Sem,2,2,true
RQ1,results-synthesis,Transitive,E2A/pro/Unique,20,20,true
RQ1,results-synthesis,Transitive,E2A/pro/Cor,19,19,true
RQ1,results-synthesis,Transitive,E2A/pro/Syn,1,1,true
RQ1,results-synthesis,Transitive,E2A/pro/Sem,0,0,true
RQ1,results-synthesis,Transitive,E2A/flash/Unique,20,20,true
RQ1,results-synthesis,Transitive,E2A/flash/Cor,17,17,true
RQ1,results-synthesis,Transitive,E2A/flash/Syn,3,3,true
RQ1,results-synthesis,Transitive,E2A/flash/Sem,0,0,true
RQ1,results-synthesis,Transitive,E2A/lite/Unique,20,20,true
RQ1,results-synthesis,Transitive,E2A/lite/Cor,16,16,true
RQ1,results-synthesis,Transitive,E2A/lite/Syn,0,0,true
RQ1,results-synthesis,Transitive,E2A/lite/Sem,4,4,true
RQ1,results-synthesis,Transitive,A2A/pro/Unique,20,20,true
RQ1,results-synthesis,Transitive,A2A/pro/Cor,19,19,true
RQ1,results-synthesis,Transitive,A2A/pro/Syn,1,1,true
RQ1,results-synthesis,Transitive,A2A/pro/Sem,0,0,true
RQ1,results-synthesis,Transitive,A2A/flash/Unique,20,20,true
RQ1,results-synthesis,Transitive,A2A/flash/Cor,19,19,true
RQ1,results-synthesis,Transitive,A2A/flash/Syn,1,1,true
RQ1,results-synthesis,Transitive,A2A/flash/Sem,0,0,true
RQ1,results-synthesis,Transitive,A2A/lite/Unique,20,20,true
RQ1,results-synthesis,Transitive,A2A/lite/Cor,13,13,true
RQ1,results-synthesis,Transitive,A2A/lite/Syn,1,1,true
RQ1,results-synthesis,Transitive,A2A/lite/Sem,6,6,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,N,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,pro/Cor/WT,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,pro/Cor/NT,9,9,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,pro/Syn/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,pro/Syn/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,pro/Sem/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,pro/Sem/NT,1,1,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,pro/Rep/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,pro/Rep/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,flash/Cor/WT,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,flash/Cor/NT,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,flash/Syn/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,flash/Syn/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,flash/Sem/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,flash/Sem/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,flash/Rep/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,flash/Rep/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,lite/Cor/WT,6,6,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,lite/Cor/NT,7,7,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,lite/Syn/WT,3,3,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,lite/Syn/NT,1,1,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,lite/Sem/WT,1,1,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,lite/Sem/NT,2,2,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,lite/Rep/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,arr-NoConflict,lite/Rep/NT,2,2,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,N,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,pro/Cor/WT,5,5,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,pro/Cor/NT,8,8,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,pro/Syn/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,pro/Syn/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,pro/Sem/WT,5,5,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,pro/Sem/NT,2,2,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,pro/Rep/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,pro/Rep/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,flash/Cor/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,flash/Cor/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,flash/Syn/WT,8,8,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,flash/Syn/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,flash/Sem/WT,2,2,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,flash/Sem/NT,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,flash/Rep/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,flash/Rep/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,lite/Cor/WT,2,2,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,lite/Cor/NT,2,2,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,lite/Syn/WT,5,5,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,lite/Syn/NT,3,3,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,lite/Sem/WT,3,3,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,lite/Sem/NT,5,5,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,lite/Rep/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Balanced,lite/Rep/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,N,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,pro/Cor/WT,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,pro/Cor/NT,9,9,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,pro/Syn/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,pro/Syn/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,pro/Sem/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,pro/Sem/NT,1,1,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,pro/Rep/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,pro/Rep/NT,1,1,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,flash/Cor/WT,9,9,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,flash/Cor/NT,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,flash/Syn/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,flash/Syn/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,flash/Sem/WT,1,1,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,flash/Sem/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,flash/Rep/WT,1,1,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,flash/Rep/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,lite/Cor/WT,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,lite/Cor/NT,8,8,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,lite/Syn/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,lite/Syn/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,lite/Sem/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,lite/Sem/NT,2,2,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,lite/Rep/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-HasAtMostOneChild,lite/Rep/NT,2,2,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,N,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,pro/Cor/WT,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,pro/Cor/NT,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,pro/Syn/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,pro/Syn/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,pro/Sem/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,pro/Sem/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,pro/Rep/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,pro/Rep/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,flash/Cor/WT,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,flash/Cor/NT,7,7,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,flash/Syn/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,flash/Syn/NT,3,3,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,flash/Sem/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,flash/Sem/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,flash/Rep/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,flash/Rep/NT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,lite/Cor/WT,10,10,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,lite/Cor/NT,9,9,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,lite/Syn/WT,0,0,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,lite/Syn/NT,1,1,true
RQ2,results-arepair-eng-2-alloy-tests,balancedBST-Sorted,lite/Sem/WT,0,0,true
