rq,table_name,row_id,column_name,paper_value,artifact_value,match
RQ3,results-arepair-faulty-alloy-2-alloy,cd-AllExtObject,pro/LLMRep,10/10,10/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-AllExtObject,flash/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-AllExtObject,flash/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-AllExtObject,flash/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-AllExtObject,flash/OrigRep,1/1,1/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-AllExtObject,flash/LLMRep,9/10,9/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-AllExtObject,lite/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-AllExtObject,lite/LLM_Syn,1,1,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-AllExtObject,lite/LLM_Sem,9,9,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-AllExtObject,lite/OrigRep,1/1,1/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-AllExtObject,lite/LLMRep,8/9,8/9,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,original/Cor,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,original/Syn,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,original/Sem,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,pro/LLM_Cor,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,pro/LLM_Syn,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,pro/LLM_Sem,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,pro/OrigRep,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,pro/LLMRep,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,flash/LLM_Cor,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,flash/LLM_Syn,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,flash/LLM_Sem,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,flash/OrigRep,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,flash/LLMRep,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,lite/LLM_Cor,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,lite/LLM_Syn,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,lite/LLM_Sem,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,lite/OrigRep,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ClassHierarchy,lite/LLMRep,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,original/Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,original/Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,original/Sem,1,1,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,pro/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,pro/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,pro/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,pro/OrigRep,1/1,1/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,pro/LLMRep,10/10,10/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,flash/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,flash/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,flash/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,flash/OrigRep,1/1,1/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,flash/LLMRep,9/10,9/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,lite/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,lite/LLM_Syn,1,1,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,lite/LLM_Sem,9,9,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,lite/OrigRep,1/1,1/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,cd-ObjectNoExt,lite/LLMRep,9/9,9/9,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,original/Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,original/Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,original/Sem,1,1,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,pro/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,pro/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,pro/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,pro/OrigRep,1/1,1/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,pro/LLMRep,10/10,10/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,flash/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,flash/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,flash/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,flash/OrigRep,1/1,1/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,flash/LLMRep,10/10,10/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,lite/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,lite/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,lite/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,lite/OrigRep,1/1,1/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-ConsistentPreAndNxt,lite/LLMRep,8/10,8/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,original/Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,original/Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,original/Sem,1,1,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,pro/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,pro/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,pro/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,pro/OrigRep,1/1,1/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,pro/LLMRep,7/10,7/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,flash/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,flash/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,flash/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,flash/OrigRep,1/1,1/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,flash/LLMRep,8/10,8/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,lite/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,lite/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,lite/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,lite/OrigRep,1/1,1/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-Sorted,lite/LLMRep,8/10,8/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,original/Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,original/Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,original/Sem,1,1,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,pro/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,pro/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,pro/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,pro/OrigRep,1/1,1/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,pro/LLMRep,9/10,9/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,flash/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,flash/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,flash/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,flash/OrigRep,1/1,1/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,flash/LLMRep,8/10,8/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,lite/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,lite/LLM_Syn,1,1,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,lite/LLM_Sem,9,9,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,lite/OrigRep,1/1,1/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,dll-UniqueElem,lite/LLMRep,9/9,9/9,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,original/Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,original/Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,original/Sem,1,1,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,pro/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,pro/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,pro/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,pro/OrigRep,0/1,0/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,pro/LLMRep,0/10,0/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,flash/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,flash/LLM_Syn,3,3,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,flash/LLM_Sem,7,7,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,flash/OrigRep,0/1,0/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,flash/LLMRep,2/7,2/7,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,lite/LLM_Cor,2,2,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,lite/LLM_Syn,3,3,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,lite/LLM_Sem,5,5,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,lite/OrigRep,0/1,0/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-crossRiver,lite/LLMRep,0/5,0/5,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,original/Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,original/Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,original/Sem,1,1,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,pro/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,pro/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,pro/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,pro/OrigRep,0/1,0/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,pro/LLMRep,0/10,0/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,flash/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,flash/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,flash/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,flash/OrigRep,0/1,0/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,flash/LLMRep,0/10,0/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,lite/LLM_Cor,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,lite/LLM_Syn,0,0,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,lite/LLM_Sem,10,10,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,lite/OrigRep,0/1,0/1,true
RQ3,results-arepair-faulty-alloy-2-alloy,grade-PolicyAllowsGrading,lite/LLMRep,0/10,0/10,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-solvePuzzle,original/Cor,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-solvePuzzle,original/Syn,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-solvePuzzle,original/Sem,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-solvePuzzle,pro/LLM_Cor,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-solvePuzzle,pro/LLM_Syn,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-solvePuzzle,pro/LLM_Sem,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-solvePuzzle,pro/OrigRep,NA,NA,true
RQ3,results-arepair-faulty-alloy-2-alloy,farmer-solvePuzzle,pro/LLMRep,NA,NA,true
